id,user_id,order_date,status,payment_method,total_amount
2018,412,2025-10-25 03:47:48.801852,cancelled,card,131836
2019,883,2024-10-21 09:33:26.780796,paid,sbp,117561
2020,185,2026-06-03 04:07:52.687308,delivered,card,141386
2021,325,2025-12-14 20:51:26.417304,delivered,sbp,26861
2022,118,2025-12-29 10:29:21.599225,paid,credit,47081
2023,293,2025-12-19 13:41:21.214929,paid,card,69992
2024,787,2026-01-25 05:33:21.383685,paid,card,83424
2025,976,2025-03-15 22:37:34.929082,delivered,credit,47352
2026,61,2024-07-18 20:49:15.577384,cancelled,sbp,50568
2027,28,2025-10-31 13:37:36.091982,cancelled,card,81125
2028,400,2024-11-05 14:55:38.740489,paid,sbp,40345
2029,423,2025-01-25 00:03:40.710631,delivered,sbp,101438
2030,965,2024-12-25 09:21:54.768024,paid,card,56099
2031,246,2024-08-02 22:26:56.954101,cancelled,credit,64994
2032,505,2026-02-07 22:34:56.956466,cancelled,credit,103938
2033,973,2024-09-18 20:31:30.112502,paid,sbp,18894
2034,326,2026-01-27 11:35:43.712730,delivered,credit,109712
2035,68,2026-04-15 18:13:44.326707,delivered,card,109822
2036,649,2025-03-16 06:57:06.944247,paid,card,73558
2037,568,2024-09-23 03:06:05.266846,cancelled,credit,29610
2038,253,2024-12-25 11:04:15.866212,cancelled,credit,35917
2039,312,2025-07-05 08:18:54.284591,cancelled,sbp,119911
2040,86,2026-05-16 10:46:47.371703,cancelled,credit,56335
2041,802,2025-06-19 03:11:38.328456,paid,sbp,144673
2042,173,2025-05-24 10:10:50.436236,paid,credit,114084
2043,985,2026-04-25 05:58:22.629165,cancelled,sbp,13955
2044,2,2026-02-17 19:46:21.442932,delivered,credit,78825
2045,669,2026-06-12 07:42:14.490291,paid,card,18774
2046,956,2024-09-21 05:06:24.308478,delivered,sbp,159727
2047,257,2025-12-06 06:57:02.071773,cancelled,sbp,95122
2048,863,2025-02-22 01:09:12.186408,cancelled,card,156395
2049,861,2026-06-20 00:26:18.019802,cancelled,sbp,14923
2050,166,2024-09-19 12:53:26.485066,cancelled,credit,150608
2051,72,2024-11-20 08:21:16.240672,delivered,card,106626
2052,716,2024-11-07 10:23:20.908253,paid,card,193073
2053,570,2024-09-14 08:20:46.949503,delivered,sbp,58273
2054,626,2025-04-30 19:22:07.521338,cancelled,sbp,181808
2055,969,2026-02-06 04:33:33.689371,delivered,credit,71514
2056,771,2025-07-31 10:08:55.571576,cancelled,sbp,74568
2057,252,2025-09-11 09:25:34.887516,cancelled,sbp,92556
2058,216,2025-03-31 20:41:10.503925,delivered,credit,89103
2059,17,2025-10-13 00:22:34.294456,cancelled,card,172461
2060,945,2025-10-03 21:15:57.538600,paid,credit,127919
2061,5,2025-04-25 14:43:00.246054,paid,credit,48491
2062,424,2024-07-24 10:11:11.679439,cancelled,credit,187365
2063,501,2025-07-26 07:13:41.550532,delivered,credit,24272
2064,807,2024-10-13 23:54:20.958853,cancelled,credit,23322
2065,552,2025-09-08 12:44:37.512311,paid,credit,119700
2066,689,2025-08-05 19:48:23.496976,paid,sbp,101664
2067,848,2024-12-14 23:56:12.040385,cancelled,sbp,104384
2068,182,2025-04-24 18:42:02.346048,cancelled,card,35706
2069,474,2025-01-10 11:13:55.719271,delivered,card,119543
2070,10,2024-07-14 23:01:47.308185,paid,credit,8185
2071,777,2026-07-04 19:01:48.303780,delivered,credit,188911
2072,367,2026-04-24 03:18:33.127411,paid,card,163810
2073,641,2024-11-22 04:19:41.263056,delivered,credit,60972
2074,240,2025-03-14 17:19:58.494159,delivered,sbp,12645
2075,288,2025-06-30 11:40:28.940424,delivered,credit,188327
2076,621,2025-10-03 01:31:18.289211,paid,card,54402
2077,841,2025-08-04 19:46:01.529916,cancelled,sbp,32083
2078,891,2025-12-18 20:42:23.038923,delivered,credit,134157
2079,506,2025-02-11 18:37:15.337823,paid,credit,53795
2080,676,2026-04-30 12:53:20.814968,cancelled,credit,179206
2081,699,2025-04-18 15:06:48.163620,cancelled,credit,49013
2082,67,2024-07-07 19:08:50.892628,cancelled,card,198552
2083,67,2025-12-18 10:02:15.881277,paid,sbp,152396
2084,877,2025-04-30 04:55:41.886993,paid,credit,194076
2085,802,2025-10-19 16:03:41.394999,delivered,card,180728
2086,24,2025-02-04 02:29:26.576588,cancelled,credit,142707
2087,630,2026-03-20 08:59:01.404414,delivered,credit,149831
2088,905,2025-08-04 23:46:01.269070,delivered,card,114965
2089,657,2024-07-16 17:19:14.522988,cancelled,credit,16595
2090,875,2025-11-12 07:57:09.674484,delivered,sbp,109660
2091,281,2025-10-06 17:52:24.290010,paid,credit,138867
2092,478,2024-11-28 22:01:00.326496,delivered,sbp,138595
2093,778,2026-04-16 09:57:38.643856,paid,credit,61863
2094,49,2025-12-03 16:07:15.397043,delivered,sbp,142568
2095,460,2024-10-15 11:30:56.525794,delivered,card,105723
2096,200,2025-12-24 11:30:18.878699,delivered,card,152899
2097,828,2025-04-10 11:07:41.593585,paid,credit,62147
2098,707,2026-04-27 13:37:35.550611,delivered,card,68531
2099,202,2025-08-12 01:55:46.261475,paid,sbp,84475
2100,65,2026-04-17 16:09:47.189718,cancelled,credit,28356
2101,29,2025-08-13 21:24:03.207113,delivered,sbp,9297
2102,607,2025-09-04 02:24:50.511057,cancelled,sbp,68643
2103,254,2024-12-30 00:32:28.422960,paid,sbp,65484
2104,982,2024-10-21 07:46:35.835080,delivered,card,90448
2105,533,2025-11-17 00:27:09.775594,paid,card,160277
2106,635,2025-06-18 13:04:08.905611,delivered,card,166931
2107,458,2025-09-17 20:51:54.524789,cancelled,card,25422
2108,998,2025-02-11 12:12:50.039242,paid,card,101931
2109,321,2024-12-16 22:27:25.386405,cancelled,card,36432
2110,64,2025-03-05 04:15:04.008563,delivered,card,82028
2111,626,2026-02-04 03:22:22.560387,cancelled,sbp,20246
2112,105,2024-11-11 16:27:54.296465,cancelled,card,149606
2113,54,2026-01-23 05:43:49.483198,delivered,sbp,108298
2114,99,2025-07-15 20:37:00.280143,cancelled,sbp,64108
2115,886,2025-01-11 12:24:14.104452,cancelled,credit,166579
2116,11,2026-04-29 11:17:24.025318,delivered,sbp,124689
2117,815,2025-05-10 16:20:27.381768,delivered,credit,165327
2118,104,2025-09-07 11:37:10.292104,delivered,credit,180150
2119,802,2026-04-20 20:00:32.293741,paid,sbp,138584
2120,337,2025-06-16 02:18:08.893174,cancelled,card,31313
2121,106,2026-04-06 14:40:49.032061,paid,credit,189987
2122,70,2026-04-09 23:35:07.769970,cancelled,card,153264
2123,130,2026-05-09 01:01:42.936617,cancelled,credit,70183
2124,364,2024-08-19 00:45:30.574482,delivered,sbp,192955
2125,636,2026-05-15 00:08:43.604461,delivered,card,66740
2126,141,2024-07-30 16:57:28.660434,paid,card,36470
2127,320,2026-05-23 07:20:36.667269,cancelled,sbp,137512
2128,983,2025-05-17 01:32:23.335557,cancelled,sbp,84576
2129,598,2025-09-27 13:11:23.682460,cancelled,card,41642
2130,481,2025-10-03 23:09:31.574656,delivered,credit,92889
2131,299,2024-10-19 11:00:35.347304,delivered,card,138706
2132,601,2025-11-03 09:30:16.509526,cancelled,credit,40906
2133,59,2025-03-15 00:30:43.000831,paid,credit,149656
2134,880,2024-11-21 23:30:11.276096,paid,sbp,93129
2135,201,2025-01-30 14:59:22.577377,paid,credit,55759
2136,805,2024-11-30 02:18:29.746021,paid,sbp,52638
2137,684,2024-09-22 17:35:54.764437,delivered,credit,184361
2138,479,2025-03-24 01:43:23.292989,cancelled,credit,89807
2139,873,2025-11-16 10:33:32.029105,cancelled,credit,90991
2140,631,2024-12-17 05:00:36.975209,delivered,sbp,89145
2141,167,2026-05-06 16:37:08.985070,paid,sbp,14060
2142,508,2024-12-15 15:19:43.263122,paid,card,170448
2143,229,2025-10-24 16:28:02.417472,cancelled,card,125299
2144,639,2024-09-13 11:27:12.055513,paid,card,129024
2145,753,2024-09-28 07:54:27.303169,delivered,credit,101543
2146,211,2026-02-21 09:35:31.375391,delivered,card,4763
2147,372,2025-01-09 04:09:29.339521,paid,card,96817
2148,31,2026-06-30 12:37:58.504088,cancelled,card,40329
2149,298,2024-10-11 05:39:44.253000,delivered,card,168500
2150,600,2025-11-06 13:37:02.850361,delivered,card,10781
2151,204,2025-03-26 10:03:15.437338,paid,sbp,48651
2152,225,2025-11-02 14:23:55.105044,delivered,credit,48687
2153,348,2025-09-03 16:12:55.755604,cancelled,card,49803
2154,201,2026-03-07 06:04:40.187514,paid,card,71626
2155,933,2025-05-09 10:10:59.394785,paid,card,180590
2156,141,2025-03-14 05:02:45.408613,delivered,credit,32089
2157,347,2024-10-25 22:59:04.172795,paid,sbp,122591
2158,246,2025-12-28 20:00:36.647724,delivered,sbp,176253
2159,176,2024-07-27 17:59:03.994196,cancelled,credit,116696
2160,900,2026-04-17 08:39:57.235161,cancelled,card,34062
2161,148,2025-04-26 08:55:35.241215,paid,card,53248
2162,546,2024-07-22 06:41:14.759152,delivered,credit,101108
2163,326,2026-03-14 22:52:47.196118,cancelled,sbp,169761
2164,251,2026-01-08 03:16:16.877393,paid,credit,156963
2165,194,2025-09-13 10:58:40.907249,cancelled,sbp,41945
2166,336,2026-06-25 03:56:28.352692,paid,card,168008
2167,815,2025-12-08 09:24:22.421018,delivered,card,136239
2168,992,2025-07-08 03:23:27.361253,cancelled,sbp,57850
2169,745,2024-09-07 22:57:36.185941,paid,sbp,176933
2170,630,2025-12-14 15:32:50.547870,paid,card,136330
2171,398,2024-10-03 05:43:27.600875,cancelled,credit,101111
2172,511,2024-11-27 09:20:28.218382,cancelled,sbp,49923
2173,330,2024-11-11 01:28:56.632832,cancelled,sbp,140750
2174,712,2025-09-22 16:22:11.744911,delivered,credit,132706
2175,486,2024-09-01 22:32:51.034230,delivered,credit,108105
2176,654,2026-03-27 13:58:34.529108,cancelled,credit,12595
2177,213,2025-12-17 15:05:34.373584,paid,card,121510
2178,884,2025-03-23 00:49:22.446579,paid,sbp,60303
2179,314,2025-12-26 20:54:37.990125,delivered,sbp,152781
2180,161,2024-08-17 21:39:59.896338,delivered,sbp,147323
2181,87,2026-01-05 09:24:13.574614,paid,card,80345
2182,456,2026-06-17 11:27:04.687663,cancelled,sbp,63339
2183,598,2024-07-26 19:49:14.141722,paid,sbp,137286
2184,637,2025-03-05 13:02:56.201946,delivered,sbp,121266
2185,479,2026-02-13 02:12:04.873971,delivered,sbp,99341
2186,824,2026-03-22 08:29:08.289687,delivered,sbp,74570
2187,392,2024-09-23 22:49:46.101206,paid,card,118785
2188,240,2025-12-28 03:37:40.742448,delivered,credit,22893
2189,368,2025-05-11 16:24:01.922929,paid,sbp,134534
2190,526,2026-05-28 19:29:54.544364,cancelled,credit,23488
2191,805,2025-06-26 10:13:45.283551,delivered,card,28797
2192,122,2025-11-04 23:03:12.467421,paid,sbp,13035
2193,560,2024-09-06 01:39:52.741538,paid,sbp,54549
2194,692,2024-07-18 11:30:09.820749,delivered,sbp,82355
2195,764,2025-12-08 10:21:04.851868,cancelled,sbp,52975
2196,723,2024-11-26 00:03:22.044487,cancelled,card,190743
2197,758,2026-03-05 13:15:53.185115,cancelled,sbp,5237
2198,789,2024-09-05 23:09:43.482217,delivered,sbp,93867
2199,802,2024-11-15 08:12:38.711783,delivered,sbp,155031
2200,776,2025-04-11 17:30:06.123420,cancelled,card,126733
2201,670,2024-08-21 18:54:16.293670,cancelled,card,107203
2202,234,2024-11-03 15:10:38.235277,paid,credit,199381
2203,215,2024-10-28 01:30:58.537330,delivered,card,138220
2204,602,2025-12-01 14:31:57.347902,cancelled,sbp,192401
2205,834,2024-11-15 17:58:04.923245,delivered,sbp,25511
2206,321,2024-08-16 05:25:53.976970,paid,sbp,185961
2207,428,2024-07-30 17:17:47.149790,paid,sbp,120957
2208,874,2026-06-15 11:31:56.769839,cancelled,card,101225
2209,143,2025-05-29 22:08:46.795964,cancelled,card,83103
2210,966,2026-03-22 11:06:14.085435,cancelled,card,134019
2211,830,2025-10-29 22:25:18.295999,cancelled,sbp,92082
2212,231,2024-12-02 07:37:07.498894,delivered,sbp,182768
2213,771,2026-06-04 02:43:48.817544,delivered,credit,143929
2214,307,2025-11-03 18:12:11.635486,delivered,credit,9092
2215,582,2026-07-03 14:58:08.524363,paid,card,43289
2216,976,2024-08-13 13:56:00.478457,delivered,credit,168108
2217,819,2025-12-15 04:32:15.453871,cancelled,credit,153438
2218,888,2025-12-12 08:29:26.213576,delivered,sbp,56531
2219,972,2025-01-07 20:31:19.118749,delivered,card,143113
2220,396,2025-08-28 19:12:34.734904,paid,sbp,31478
2221,337,2025-03-11 05:55:09.028856,cancelled,sbp,170510
2222,917,2025-10-26 02:58:11.852309,delivered,card,47937
2223,107,2026-06-02 03:04:43.699650,cancelled,credit,49566
2224,33,2025-01-22 13:11:12.696231,cancelled,credit,131087
2225,28,2026-02-05 05:24:39.107325,paid,card,21216
2226,934,2026-04-06 23:30:36.250865,delivered,sbp,56973
2227,239,2026-04-20 12:27:18.895054,delivered,credit,140467
2228,72,2024-07-11 21:43:02.423429,delivered,card,99639
2229,531,2026-05-25 05:51:53.617077,paid,card,88661
2230,881,2024-08-15 10:48:36.257401,delivered,sbp,44165
2231,114,2026-06-17 22:14:35.817988,paid,credit,112684
2232,490,2025-04-15 07:55:42.140193,cancelled,card,104972
2233,979,2025-01-11 13:51:50.283376,paid,card,56916
2234,318,2024-10-13 15:24:40.023972,delivered,credit,177271
2235,487,2026-05-19 09:55:00.288519,paid,credit,153756
2236,962,2026-06-23 13:37:44.986900,delivered,credit,56208
2237,515,2025-09-10 00:23:31.510037,cancelled,credit,123312
2238,283,2024-09-04 02:42:47.496840,paid,card,40405
2239,457,2024-08-04 04:16:37.597032,paid,sbp,161557
2240,827,2025-09-25 16:21:04.150218,paid,credit,89216
2241,933,2025-04-10 06:22:46.770733,cancelled,sbp,123639
2242,474,2025-11-09 09:05:10.448225,cancelled,card,196276
2243,94,2025-12-26 17:46:44.464300,delivered,credit,122618
2244,356,2025-08-06 22:10:34.404157,cancelled,credit,80974
2245,401,2025-02-02 20:34:00.021184,cancelled,card,111803
2246,256,2025-11-06 22:14:18.648455,paid,credit,195215
2247,443,2025-08-10 05:13:37.934148,delivered,sbp,175773
2248,188,2024-07-11 23:38:40.308257,cancelled,credit,28043
2249,403,2025-12-23 04:33:06.940766,cancelled,card,65834
2250,907,2026-05-31 10:12:22.460843,paid,sbp,167648
2251,551,2025-03-30 12:48:55.857071,delivered,credit,20496
2252,715,2026-01-12 11:41:49.409354,cancelled,credit,59952
2253,931,2024-12-17 10:14:39.260087,delivered,sbp,147919
2254,125,2026-03-23 17:50:24.693677,delivered,card,30583
2255,517,2025-11-24 10:31:09.175633,delivered,sbp,121210
2256,169,2024-09-12 09:50:59.471656,delivered,card,135661
2257,46,2025-12-19 21:46:20.261510,delivered,card,22187
2258,655,2024-12-22 19:04:43.187411,cancelled,credit,199538
2259,473,2024-10-27 23:28:36.056128,delivered,sbp,198548
2260,409,2026-07-05 12:45:57.878873,paid,sbp,12902
2261,11,2025-04-30 23:02:49.284552,delivered,card,188886
2262,940,2026-04-20 11:05:52.196157,paid,sbp,178713
2263,767,2025-03-31 09:21:08.701507,delivered,sbp,123941
2264,70,2025-12-20 20:09:09.758233,paid,credit,175234
2265,249,2025-11-10 11:05:58.095449,cancelled,sbp,39767
2266,483,2024-09-11 04:10:49.316503,delivered,card,47718
2267,859,2025-12-14 17:55:16.504863,paid,credit,29349
2268,182,2024-08-03 16:25:41.266284,delivered,card,143156
2269,760,2024-08-18 02:40:46.878562,delivered,card,23338
2270,688,2025-07-23 01:59:00.275351,paid,credit,74631
2271,158,2025-08-10 20:34:07.986392,delivered,sbp,49645
2272,222,2025-12-26 17:53:37.588589,cancelled,card,179958
2273,546,2025-03-07 08:55:56.314696,paid,sbp,185646
2274,49,2026-05-03 22:04:20.403334,cancelled,credit,171037
2275,679,2026-03-11 10:39:43.660570,cancelled,credit,29946
2276,400,2024-11-03 20:48:45.030726,cancelled,sbp,119388
2277,54,2026-05-21 00:39:54.176609,cancelled,card,15757
2278,791,2024-10-01 03:48:18.455888,delivered,card,68457
2279,384,2026-04-11 17:13:20.687098,paid,card,26956
2280,17,2025-07-20 03:09:06.112030,delivered,card,6816
2281,346,2025-06-27 05:25:53.446701,paid,credit,178361
2282,65,2025-04-15 20:01:50.020396,paid,card,177092
2283,172,2026-06-18 03:32:10.837463,cancelled,card,14537
2284,426,2025-10-15 19:29:02.702647,cancelled,card,88758
2285,331,2024-08-17 02:12:46.196439,cancelled,credit,52688
2286,640,2026-01-31 12:53:25.005997,paid,credit,106563
2287,962,2026-03-28 22:38:26.622233,delivered,card,63924
2288,219,2024-09-15 12:34:15.601925,paid,sbp,87768
2289,178,2024-08-04 16:08:05.465053,paid,sbp,174440
2290,324,2025-07-19 20:17:01.186838,paid,sbp,58775
2291,470,2025-11-19 16:40:13.050560,paid,card,175480
2292,835,2026-03-08 00:22:15.788091,delivered,credit,166554
2293,378,2025-10-30 21:28:19.171734,paid,card,60294
2294,421,2026-05-16 03:47:38.053854,delivered,credit,133960
2295,105,2025-12-25 19:33:15.771876,cancelled,credit,152213
2296,176,2025-08-30 02:24:49.433066,delivered,card,160251
2297,333,2025-07-28 04:55:52.225212,cancelled,credit,104860
2298,695,2025-12-25 06:35:54.138901,cancelled,card,90044
2299,180,2025-07-14 00:33:29.186572,cancelled,credit,86353
2300,872,2026-06-17 21:21:53.598628,cancelled,sbp,20698
2301,344,2024-07-30 02:31:05.674413,paid,credit,156363
2302,460,2026-03-16 22:52:52.092686,delivered,credit,170927
2303,760,2026-02-09 11:25:54.611453,paid,credit,157001
2304,722,2024-12-24 03:19:50.297075,paid,card,8560
2305,632,2025-07-20 16:20:54.483088,paid,sbp,64969
2306,756,2025-11-23 17:47:32.567626,delivered,card,165467
2307,82,2025-01-19 16:02:32.435343,paid,card,101179
2308,511,2024-08-07 15:31:44.779706,delivered,card,42759
2309,385,2026-01-03 23:38:37.811091,paid,credit,12937
2310,244,2025-10-29 16:04:15.160275,cancelled,credit,119320
2311,757,2024-10-13 11:08:38.832875,delivered,card,75909
2312,326,2025-02-13 20:17:59.181875,cancelled,card,139543
2313,811,2025-03-13 01:49:48.278664,delivered,credit,78616
2314,769,2025-04-26 10:36:57.727075,paid,card,195118
2315,340,2025-04-26 10:03:23.090523,delivered,card,56953
2316,553,2025-12-31 13:40:52.307246,paid,credit,68100
2317,821,2025-12-24 14:06:59.300151,cancelled,credit,191613
2318,228,2025-10-10 03:22:54.547603,cancelled,sbp,139700
2319,330,2024-10-12 05:05:00.367723,paid,sbp,168093
2320,7,2025-02-14 02:39:16.058298,paid,sbp,21346
2321,977,2026-06-15 07:15:40.560138,paid,card,169295
2322,145,2025-07-04 10:59:39.950295,paid,card,27054
2323,178,2025-03-12 02:03:56.296203,cancelled,credit,56575
2324,242,2025-07-26 19:07:19.959465,cancelled,card,114736
2325,743,2025-08-01 01:14:26.910100,delivered,sbp,46033
2326,739,2025-09-09 17:14:25.052212,paid,card,114153
2327,181,2025-02-24 10:55:47.424242,cancelled,card,82456
2328,293,2024-08-05 03:29:01.643450,cancelled,sbp,169619
2329,207,2026-03-19 10:51:50.859568,delivered,sbp,23975
2330,974,2025-04-17 01:27:32.905510,delivered,sbp,102016
2331,172,2026-03-04 19:56:17.430582,delivered,sbp,113807
2332,518,2025-12-11 16:40:11.709632,cancelled,credit,116621
2333,779,2024-12-04 04:40:14.375815,paid,sbp,8193
2334,781,2025-10-02 03:19:17.274811,delivered,sbp,24818
2335,778,2025-05-15 01:26:27.597675,delivered,credit,143823
2336,157,2024-12-18 05:57:41.588415,cancelled,credit,49058
2337,264,2025-12-17 17:56:10.753811,delivered,sbp,83176
2338,465,2025-09-28 03:49:02.266829,delivered,sbp,150362
2339,621,2026-02-15 05:32:43.170503,delivered,card,90355
2340,140,2025-07-12 20:19:40.329841,cancelled,sbp,54305
2341,159,2026-04-17 05:21:06.588177,paid,card,6364
2342,883,2025-05-12 23:05:00.001481,cancelled,credit,193144
2343,384,2026-04-14 22:29:29.738324,delivered,sbp,112004
2344,963,2026-03-20 20:44:02.906945,delivered,credit,100817
2345,394,2026-03-21 13:14:50.452717,delivered,sbp,171047
2346,603,2025-06-05 16:09:10.667253,paid,sbp,13178
2347,944,2024-11-07 08:53:38.225446,paid,sbp,151270
2348,167,2024-12-07 23:07:38.639086,paid,sbp,69914
2349,790,2026-04-24 17:15:23.244934,cancelled,sbp,136590
2350,727,2026-03-06 02:40:08.241070,delivered,credit,183483
2351,378,2026-02-06 10:32:53.324738,cancelled,card,173631
2352,395,2025-10-13 11:07:24.540958,delivered,credit,67694
2353,249,2025-02-03 18:21:02.239436,delivered,card,97742
2354,647,2025-02-22 13:48:39.013567,cancelled,credit,10407
2355,715,2024-08-23 11:16:11.511252,cancelled,credit,41766
2356,268,2026-03-13 19:02:37.327532,cancelled,sbp,181537
2357,151,2024-12-03 02:22:44.352005,delivered,card,160849
2358,593,2026-02-24 20:39:49.375868,cancelled,card,6234
2359,120,2025-04-20 15:03:06.657820,paid,credit,189544
2360,939,2025-01-13 23:37:49.277568,delivered,sbp,188091
2361,601,2024-11-01 10:24:01.586979,paid,credit,52498
2362,898,2024-07-09 02:53:42.717829,delivered,card,114901
2363,259,2025-04-19 07:05:43.939530,cancelled,sbp,134241
2364,991,2025-02-12 12:37:59.706992,cancelled,credit,103345
2365,601,2025-06-25 18:54:33.694569,delivered,credit,110900
2366,771,2025-11-29 19:34:48.893762,cancelled,card,31645
2367,652,2025-06-02 09:43:34.006622,cancelled,sbp,40411
2368,276,2026-01-19 17:58:29.915141,cancelled,card,199159
2369,408,2024-08-16 01:11:20.064039,cancelled,sbp,4683
2370,173,2025-10-07 09:48:28.878834,delivered,card,28394
2371,72,2025-05-07 01:09:46.886868,cancelled,sbp,140615
2372,427,2025-12-08 08:09:03.495929,cancelled,sbp,195162
2373,442,2024-09-16 07:45:31.436928,paid,card,101212
2374,191,2026-02-26 03:09:49.314201,cancelled,card,54909
2375,499,2025-03-23 18:33:15.563495,paid,credit,31898
2376,462,2025-12-29 15:37:08.156791,cancelled,card,51663
2377,206,2024-10-11 03:42:40.771100,paid,credit,50901
2378,829,2024-07-09 15:18:45.237755,paid,sbp,110162
2379,452,2025-08-01 10:42:39.434028,cancelled,credit,31624
2380,890,2024-09-25 02:38:25.116216,cancelled,card,23921
2381,301,2024-11-18 14:11:37.028712,paid,sbp,35684
2382,284,2024-07-27 20:42:57.192285,paid,sbp,10776
2383,600,2026-03-14 10:15:57.873671,paid,sbp,130190
2384,689,2026-04-16 14:27:50.349340,paid,card,19005
2385,273,2025-11-28 07:34:46.335297,paid,credit,155684
2386,809,2025-02-09 14:13:21.506374,paid,card,58330
2387,535,2025-05-21 10:07:20.711968,paid,sbp,161068
2388,533,2025-04-26 14:29:43.203690,delivered,sbp,127054
2389,776,2024-09-03 14:16:36.951473,delivered,credit,115578
2390,345,2025-06-21 23:40:48.450899,delivered,credit,92935
2391,323,2025-06-07 06:22:33.445866,paid,sbp,177346
2392,409,2026-06-09 15:41:28.500163,delivered,credit,18005
2393,999,2026-02-28 23:24:04.390169,delivered,sbp,29260
2394,4,2024-10-22 04:26:06.832097,delivered,credit,108331
2395,743,2025-06-11 08:21:58.392658,paid,card,160786
2396,126,2024-11-06 08:13:05.133555,cancelled,sbp,186308
2397,770,2024-08-14 01:36:39.791735,paid,sbp,121467
2398,634,2025-05-25 04:54:42.559448,cancelled,credit,127570
2399,528,2024-10-14 04:53:04.628301,delivered,credit,52266
2400,4,2024-11-07 05:28:22.854692,cancelled,sbp,7359
2401,649,2025-04-07 21:17:46.929616,delivered,card,195888
2402,334,2025-05-22 23:05:09.294294,cancelled,sbp,64225
2403,622,2025-06-24 19:17:01.121679,delivered,sbp,196778
2404,628,2025-07-30 16:12:32.789965,paid,sbp,115175
2405,962,2026-02-06 01:49:31.220491,delivered,credit,186369
2406,927,2025-06-05 23:01:51.075602,paid,credit,103888
2407,301,2025-05-27 13:42:11.674078,cancelled,card,189631
2408,147,2024-09-06 18:15:28.184350,cancelled,credit,190869
2409,517,2025-06-16 15:37:11.343671,paid,card,133528
2410,816,2025-05-03 01:44:08.087494,paid,sbp,179439
2411,562,2025-02-08 17:34:04.558393,delivered,card,119991
2412,978,2026-05-22 13:59:00.932929,paid,sbp,176707
2413,554,2024-08-21 10:35:52.846962,paid,card,58480
2414,175,2025-08-15 05:06:47.937577,cancelled,credit,26444
2415,109,2025-04-10 14:29:33.807564,delivered,credit,10660
2416,165,2026-03-01 09:58:22.519489,delivered,sbp,76494
2417,226,2025-03-30 11:37:24.309491,cancelled,sbp,177570
2418,488,2026-03-16 17:59:09.362229,cancelled,card,177450
2419,140,2024-11-17 18:24:08.332335,cancelled,credit,193163
2420,504,2024-09-14 10:53:36.197975,paid,credit,90241
2421,893,2025-11-14 13:44:52.193890,paid,credit,160464
2422,67,2025-03-20 18:21:36.907986,cancelled,sbp,101830
2423,933,2024-09-10 02:05:33.573039,cancelled,credit,195938
2424,743,2025-07-23 12:49:32.298179,delivered,credit,171323
2425,804,2026-05-05 04:05:59.906219,cancelled,sbp,64175
2426,229,2026-06-02 01:37:14.931190,delivered,card,79277
2427,90,2024-10-23 06:51:02.074486,paid,card,92191
2428,759,2026-02-10 23:20:35.994613,cancelled,card,198197
2429,965,2025-06-30 00:18:24.880723,paid,credit,99400
2430,131,2025-06-02 23:06:32.984450,delivered,sbp,154235
2431,755,2024-12-07 04:55:03.136633,paid,sbp,19222
2432,605,2024-11-15 18:25:43.507907,cancelled,card,104750
2433,434,2024-11-04 21:19:12.916118,delivered,sbp,181074
2434,957,2026-02-06 01:00:38.653312,paid,credit,176996
2435,617,2025-10-10 20:46:46.187396,cancelled,card,30940
2436,405,2025-01-14 14:25:09.590563,paid,credit,123744
2437,324,2025-05-20 10:58:27.436477,paid,sbp,60384
2438,512,2025-03-01 16:55:55.917890,cancelled,sbp,41646
2439,616,2025-12-30 09:16:08.604091,delivered,card,198837
2440,682,2025-10-09 17:56:22.699748,cancelled,card,159992
2441,328,2026-03-06 11:46:06.264080,delivered,credit,183512
2442,127,2025-11-26 06:13:25.029916,delivered,credit,153463
2443,490,2024-11-11 11:07:45.590804,cancelled,card,132767
2444,299,2026-06-22 03:19:59.914148,cancelled,sbp,18417
2445,830,2024-08-07 05:51:49.949829,delivered,card,190895
2446,216,2025-04-07 02:37:01.924755,cancelled,card,186607
2447,754,2025-02-18 08:59:53.622526,paid,card,130796
2448,745,2026-02-05 14:50:41.110853,delivered,sbp,175818
2449,935,2025-06-21 11:22:47.082918,paid,card,146639
2450,402,2026-05-29 14:56:29.845847,delivered,sbp,180707
2451,485,2026-02-12 09:43:59.352494,delivered,sbp,105514
2452,74,2025-08-19 20:03:36.792117,cancelled,credit,77197
2453,290,2024-10-09 13:46:12.802192,cancelled,card,186791
2454,877,2024-10-29 18:00:31.383698,cancelled,sbp,28511
2455,135,2025-11-03 10:12:30.136416,delivered,credit,17188
2456,871,2024-09-12 09:10:51.449682,cancelled,sbp,122939
2457,671,2025-10-25 09:41:24.168001,paid,credit,39060
2458,453,2025-06-29 02:47:42.910662,cancelled,sbp,79305
2459,919,2025-02-02 13:29:29.630050,paid,card,60183
2460,824,2026-06-06 02:37:18.437889,cancelled,card,195759
2461,667,2026-03-16 17:56:30.992512,paid,sbp,193305
2462,877,2025-03-13 09:55:25.769116,cancelled,card,180816
2463,805,2025-07-23 07:38:17.684703,paid,sbp,114964
2464,696,2025-02-01 07:10:08.098866,paid,card,28178
2465,365,2025-03-11 19:08:16.407751,delivered,card,16755
2466,121,2025-06-26 01:42:36.456252,cancelled,credit,91732
2467,608,2025-07-08 23:18:32.808686,delivered,card,167357
