id,order_id,product_id,quantity,unit_price
4886,1609,126,2,120518
4887,1610,108,3,83395
4888,1610,408,3,235715
4889,1610,325,1,29409
4890,1611,167,3,133936
4891,1612,438,1,81529
4892,1613,190,2,16948
4893,1613,330,1,231235
4894,1613,429,2,78049
4895,1613,431,3,45302
4896,1614,96,2,221148
4897,1614,482,2,241181
4898,1614,166,2,112111
4899,1614,84,1,242083
4900,1615,493,1,220718
4901,1615,119,2,188872
4902,1616,407,2,166311
4903,1616,364,3,47464
4904,1616,74,3,68525
4905,1617,146,1,131500
4906,1617,429,1,199804
4907,1617,228,1,177694
4908,1617,152,1,75402
4909,1617,198,2,242355
4910,1618,471,3,245723
4911,1619,427,2,126806
4912,1619,351,1,191938
4913,1619,339,1,112345
4914,1620,408,1,245833
4915,1621,270,1,16492
4916,1621,227,3,205844
4917,1621,184,1,105546
4918,1621,98,2,37986
4919,1621,39,2,168781
4920,1622,379,1,3119
4921,1623,85,2,168965
4922,1623,55,2,91592
4923,1624,35,2,137898
4924,1624,22,3,91456
4925,1624,224,2,177183
4926,1624,425,1,141616
4927,1625,139,1,53264
4928,1625,112,3,54657
4929,1625,223,2,97281
4930,1626,72,3,92271
4931,1627,410,1,89177
4932,1627,464,2,185620
4933,1627,389,2,147683
4934,1627,60,2,172553
4935,1627,314,1,177845
4936,1628,373,2,146865
4937,1628,88,3,18609
4938,1628,361,2,49577
4939,1629,304,1,47612
4940,1629,44,3,229174
4941,1629,60,3,182719
4942,1630,334,2,44951
4943,1631,299,3,73866
4944,1631,258,1,79072
4945,1631,57,2,4793
4946,1631,385,1,59727
4947,1631,418,3,97848
4948,1632,462,3,155326
4949,1632,98,3,34718
4950,1632,146,1,111052
4951,1632,165,1,4499
4952,1633,425,1,218165
4953,1634,56,2,82159
4954,1635,78,1,165340
4955,1636,332,2,186983
4956,1636,158,2,165075
4957,1636,258,3,139464
4958,1636,201,2,98417
4959,1636,320,2,145543
4960,1637,354,3,41502
4961,1638,96,3,35669
4962,1638,127,3,104078
4963,1638,235,3,88707
4964,1638,487,3,29681
4965,1639,160,2,184888
4966,1639,328,3,35441
4967,1639,466,2,53171
4968,1639,408,1,191566
4969,1640,287,3,9668
4970,1641,51,1,19157
4971,1642,162,1,60076
4972,1642,53,2,108550
4973,1642,425,3,204196
4974,1642,88,1,78974
4975,1642,94,3,68720
4976,1643,373,1,41679
4977,1644,203,1,106039
4978,1644,245,1,168080
4979,1644,125,1,5628
4980,1645,161,1,248705
4981,1645,428,2,44661
4982,1646,275,2,118608
4983,1646,410,1,216265
4984,1647,243,2,10769
4985,1647,160,1,165287
4986,1647,471,3,54879
4987,1647,334,3,247752
4988,1648,385,3,132366
4989,1648,328,3,241532
4990,1648,461,2,188684
4991,1648,203,2,82268
4992,1648,27,3,186710
4993,1649,250,1,22670
4994,1649,21,2,173469
4995,1649,174,1,211009
4996,1649,150,3,16568
4997,1650,124,1,186227
4998,1651,452,2,226995
4999,1652,10,3,179479
5000,1653,366,2,243445
5001,1653,75,2,212263
5002,1653,237,1,93351
5003,1653,142,1,116314
5004,1653,178,2,235092
5005,1654,224,3,215552
5006,1655,304,3,57360
5007,1655,304,1,130243
5008,1655,433,2,200251
5009,1655,371,3,189989
5010,1655,120,3,147417
5011,1656,359,1,60548
5012,1656,285,3,30105
5013,1656,413,3,47370
5014,1657,296,1,240983
5015,1657,196,3,53254
5016,1657,497,3,167248
5017,1657,86,2,146990
5018,1657,334,2,138259
5019,1658,245,3,243809
5020,1659,141,1,173580
5021,1660,181,2,205708
5022,1660,334,1,23728
5023,1661,315,3,99263
5024,1661,297,1,21553
5025,1661,421,1,193176
5026,1661,219,3,154675
5027,1661,304,1,179806
5028,1662,334,1,86558
5029,1663,160,3,125573
5030,1663,369,1,93749
5031,1664,418,2,227047
5032,1665,254,2,101292
5033,1666,371,3,147593
5034,1667,290,2,175653
5035,1667,296,3,163420
5036,1667,406,2,54857
5037,1668,234,2,135269
5038,1668,214,3,111685
5039,1668,65,1,65306
5040,1669,479,1,215825
5041,1669,167,3,96953
5042,1669,38,3,207771
5043,1669,422,2,147820
5044,1669,144,3,97108
5045,1670,384,1,45698
5046,1670,461,2,155751
5047,1670,171,2,29429
5048,1671,419,1,188593
5049,1671,18,3,88827
5050,1672,35,2,80108
5051,1672,50,3,111388
5052,1672,107,3,183555
5053,1672,182,1,244360
5054,1672,383,3,245179
5055,1673,14,3,110668
5056,1674,159,2,31116
5057,1674,345,1,228591
5058,1674,414,2,63130
5059,1674,206,2,195448
5060,1675,6,2,195407
5061,1675,16,2,20009
5062,1675,252,1,133187
5063,1675,453,1,39874
5064,1675,122,2,38208
5065,1676,444,3,130628
5066,1676,432,3,209266
5067,1676,415,2,230639
5068,1676,492,1,188957
5069,1677,453,3,48216
5070,1677,111,3,219409
5071,1678,58,1,138254
5072,1678,42,2,19548
5073,1678,455,3,216911
5074,1678,319,3,193180
5075,1678,292,1,95616
5076,1679,346,2,197438
5077,1679,350,3,86927
5078,1679,450,1,218247
5079,1680,37,1,118667
5080,1681,486,3,113916
5081,1681,126,2,236609
5082,1681,419,1,21436
5083,1682,157,3,223531
5084,1683,123,1,238317
5085,1683,9,3,135086
5086,1684,83,1,17113
5087,1684,419,2,194890
5088,1684,393,2,207857
5089,1684,498,3,235946
5090,1685,345,1,10012
5091,1685,121,3,28041
5092,1685,261,1,66820
5093,1686,153,3,100576
5094,1686,367,1,180605
5095,1686,20,1,36813
5096,1686,35,3,43125
5097,1687,39,3,69277
5098,1687,13,3,25870
5099,1687,230,1,38314
5100,1688,135,2,19431
5101,1688,218,3,147219
5102,1688,241,3,119815
5103,1688,329,3,53216
5104,1688,95,1,76806
5105,1689,311,3,128369
5106,1689,442,1,57951
5107,1689,341,1,8400
5108,1689,144,1,171880
5109,1689,160,3,132912
5110,1690,110,3,56721
5111,1690,158,2,37002
5112,1690,54,1,110835
5113,1691,34,1,213970
5114,1691,11,2,224106
5115,1691,203,1,20206
5116,1692,323,2,31973
5117,1693,63,1,91140
5118,1693,188,2,198349
5119,1694,293,2,37906
5120,1694,25,3,126825
5121,1694,390,1,182472
5122,1694,349,1,180999
5123,1695,306,2,113955
5124,1695,387,3,124701
5125,1696,337,1,131220
5126,1696,194,1,189324
5127,1697,410,3,236628
5128,1697,389,3,249662
5129,1697,299,3,133237
5130,1697,367,3,240560
5131,1697,435,2,131740
5132,1698,244,3,117807
5133,1698,470,2,229693
5134,1698,33,1,134098
5135,1698,246,2,175040
5136,1699,66,1,161982
5137,1700,44,3,153407
5138,1700,115,3,122661
5139,1700,330,3,212684
5140,1700,83,1,75806
5141,1700,260,2,61936
5142,1701,141,2,33647
5143,1702,130,2,92543
5144,1702,379,3,110449
5145,1702,476,3,214940
5146,1702,425,1,172135
5147,1702,378,2,220133
5148,1703,144,1,144177
5149,1703,285,3,11027
5150,1704,493,3,175312
5151,1704,207,2,193818
5152,1704,347,1,68005
5153,1704,321,3,211498
5154,1705,179,2,213988
5155,1706,262,2,165481
5156,1706,99,3,30798
5157,1706,393,3,170132
5158,1707,123,3,105576
5159,1707,369,1,11642
5160,1707,186,2,219855
5161,1708,308,1,204118
5162,1708,121,3,50893
5163,1708,230,1,179756
5164,1709,162,2,11151
5165,1709,483,2,62743
5166,1709,265,2,225151
5167,1709,216,2,5210
5168,1709,72,1,196693
5169,1710,494,3,22583
5170,1710,394,2,54699
5171,1710,235,3,175157
5172,1710,143,1,17462
5173,1711,184,3,173100
5174,1711,179,3,91231
5175,1711,387,1,179624
5176,1712,137,2,248621
5177,1712,389,1,121010
5178,1712,389,3,188652
5179,1713,347,2,122546
5180,1713,240,3,134946
5181,1713,448,3,144045
5182,1713,498,3,246041
5183,1713,449,1,171911
5184,1714,500,1,202828
5185,1714,474,1,197056
5186,1715,234,1,181031
5187,1716,474,2,8679
5188,1717,159,2,202180
5189,1717,497,1,35714
5190,1717,401,1,80344
5191,1717,207,1,183376
5192,1717,228,2,178286
5193,1718,276,3,7095
5194,1718,457,2,27845
5195,1718,483,1,184942
5196,1718,160,3,115072
5197,1719,248,1,139791
5198,1719,215,2,74675
5199,1719,77,2,36051
5200,1719,395,2,81805
5201,1720,31,3,70832
5202,1720,289,3,111639
5203,1720,241,1,33141
5204,1720,413,1,33794
5205,1721,238,2,207102
5206,1721,8,1,66488
5207,1721,81,2,124436
5208,1721,398,1,184649
5209,1721,147,3,80006
5210,1722,403,1,124524
5211,1722,126,1,83729
5212,1723,338,2,205552
5213,1723,272,3,163842
5214,1723,448,2,175299
5215,1723,457,2,160474
5216,1724,387,1,170532
5217,1725,134,1,137591
5218,1726,412,2,118949
5219,1727,305,3,134127
5220,1727,478,3,153317
5221,1727,74,2,108891
5222,1727,431,3,45164
5223,1727,146,2,8854
5224,1728,438,3,34774
5225,1728,54,3,53239
5226,1728,31,1,137127
5227,1729,394,2,67241
5228,1729,70,1,24951
5229,1729,417,2,244782
5230,1729,183,3,102340
5231,1730,50,3,209344
5232,1730,64,1,124560
5233,1730,189,3,24148
5234,1731,30,1,67416
5235,1731,139,1,239854
5236,1731,389,2,73991
5237,1731,102,3,223954
5238,1732,182,2,214305
5239,1732,350,2,80599
5240,1733,498,3,89665
5241,1734,195,1,85628
5242,1734,47,3,179096
5243,1735,106,1,22146
5244,1735,421,2,70589
5245,1736,327,1,32764
5246,1737,429,1,170792
5247,1737,71,1,102399
5248,1737,6,2,29859
5249,1737,127,3,108384
5250,1737,333,3,56451
5251,1738,402,1,97497
5252,1739,91,1,179920
5253,1739,159,2,45978
5254,1740,402,2,174438
5255,1740,485,1,199152
5256,1740,387,2,216988
5257,1740,103,3,72602
5258,1741,162,2,34436
5259,1741,64,2,31486
5260,1742,343,3,152651
5261,1742,367,3,84548
5262,1742,139,3,40137
5263,1743,406,3,25353
5264,1743,274,2,226089
5265,1743,424,2,85466
5266,1743,108,2,203065
5267,1744,275,1,108244
5268,1744,272,1,191700
5269,1744,329,3,99664
5270,1745,274,1,73703
5271,1746,298,3,84512
5272,1746,496,1,50965
5273,1746,410,1,38013
5274,1746,100,2,148531
5275,1746,190,3,63290
5276,1747,262,1,184839
5277,1747,106,3,196150
5278,1747,478,3,90361
5279,1748,261,3,10932
5280,1748,173,1,245760
5281,1749,162,1,231814
5282,1749,255,3,177496
5283,1749,261,1,156592
5284,1749,352,3,218293
5285,1750,414,1,97558
5286,1750,133,2,242093
5287,1750,68,2,50404
5288,1750,144,3,186823
5289,1751,253,2,129464
5290,1751,130,2,207106
5291,1751,466,2,151240
5292,1751,200,2,211227
5293,1752,126,1,83247
5294,1752,219,2,214480
5295,1752,28,1,116969
5296,1752,5,2,151976
5297,1752,273,3,245202
5298,1753,200,2,146218
5299,1753,223,1,197436
5300,1754,187,2,213325
5301,1754,107,2,124277
5302,1754,304,1,208824
5303,1754,454,3,95179
5304,1755,335,2,8425
5305,1755,299,1,39625
5306,1755,63,1,235247
5307,1756,13,2,44198
5308,1756,441,2,69396
5309,1756,415,2,194663
5310,1757,309,2,14409
5311,1757,48,2,18845
5312,1758,427,3,226984
5313,1758,417,1,40050
5314,1758,432,3,197818
5315,1758,130,2,11147
5316,1758,226,3,40571
5317,1759,488,1,97520
5318,1759,343,1,188247
5319,1759,245,2,55767
5320,1759,64,3,106348
5321,1760,112,1,100447
5322,1761,333,1,199482
5323,1762,153,1,179681
5324,1762,325,3,136304
5325,1762,479,3,70805
5326,1762,486,2,248846
5327,1762,80,2,148964
5328,1763,184,1,182746
5329,1763,474,1,115035
5330,1763,47,2,158066
5331,1763,467,2,152398
5332,1763,213,3,71829
5333,1764,475,2,161465
5334,1764,358,3,237841
5335,1764,182,3,166362
5336,1765,432,2,195163
5337,1765,260,1,48429
5338,1765,230,3,53605
5339,1766,253,3,232135
5340,1767,349,3,229274
5341,1767,338,1,118198
5342,1767,374,1,141696
5343,1768,68,1,247259
5344,1768,350,2,239515
5345,1769,83,1,160208
5346,1770,202,3,242658
5347,1770,67,2,104571
5348,1771,237,2,243680
5349,1772,364,1,203919
5350,1772,342,2,13599
5351,1772,143,3,244963
5352,1773,173,3,99097
5353,1773,51,1,45826
5354,1773,283,2,63661
5355,1773,259,1,35183
5356,1774,180,1,248818
5357,1775,363,1,142433
5358,1775,368,3,45450
5359,1776,245,3,79533
5360,1777,301,2,47487
5361,1777,407,3,191263
5362,1777,486,1,118960
5363,1778,252,2,211296
5364,1778,140,1,57074
5365,1778,320,1,86452
5366,1778,358,2,59891
5367,1779,420,3,233751
5368,1779,234,1,194734
5369,1780,367,2,139322
5370,1780,494,1,162360
5371,1781,395,3,154641
5372,1781,96,1,219235
5373,1781,491,2,34376
5374,1781,22,1,39163
5375,1782,1,2,118611
5376,1782,388,1,20750
5377,1782,132,1,237365
5378,1782,322,3,68898
5379,1783,198,3,177714
5380,1783,404,2,210113
5381,1783,475,2,59774
5382,1783,448,2,20900
5383,1783,185,2,127886
5384,1784,58,1,96348
5385,1784,93,1,149883
5386,1785,287,1,20168
5387,1785,285,2,61191
5388,1785,16,3,215310
5389,1785,291,2,16563
5390,1785,244,3,57943
5391,1786,240,2,225820
5392,1786,425,1,30643
5393,1787,314,2,53533
5394,1787,456,2,249767
5395,1788,380,2,138579
5396,1789,27,1,182401
5397,1789,354,2,178594
5398,1789,468,2,162000
5399,1790,270,1,110996
5400,1791,367,1,3067
5401,1791,312,1,126750
5402,1791,78,1,10213
5403,1791,288,3,167693
5404,1791,245,1,231435
5405,1792,484,1,139956
5406,1792,300,2,94008
5407,1793,126,3,171605
5408,1793,359,2,152483
5409,1794,396,1,37447
5410,1794,121,1,22762
5411,1794,417,2,215517
5412,1794,318,3,138291
5413,1795,485,2,33143
5414,1795,236,2,119779
5415,1795,405,3,10747
5416,1795,102,1,54540
5417,1796,420,3,140828
5418,1797,30,2,229420
5419,1797,2,3,77189
5420,1797,481,1,124859
5421,1797,173,1,47380
5422,1797,489,3,76315
5423,1798,485,1,247516
5424,1799,25,2,137541
5425,1800,217,2,173295
5426,1800,179,3,186675
5427,1800,401,2,88076
5428,1800,175,3,144874
5429,1800,174,1,157062
5430,1801,295,1,82602
5431,1801,172,1,80771
5432,1801,317,2,49130
5433,1802,201,2,166060
5434,1802,150,3,106113
5435,1803,229,1,134518
5436,1803,220,2,30363
5437,1804,467,1,78506
5438,1804,393,3,38214
5439,1804,21,2,210940
5440,1804,496,1,173734
5441,1804,284,2,203653
5442,1805,468,1,181776
5443,1805,489,3,70960
5444,1805,465,2,41335
5445,1806,250,2,71364
5446,1807,476,2,161537
5447,1807,446,1,228001
5448,1808,463,2,30949
5449,1808,218,3,200173
5450,1808,454,2,120737
5451,1808,132,1,118767
5452,1808,285,3,149733
5453,1809,289,3,195879
5454,1809,427,3,238502
5455,1809,428,2,142696
5456,1809,162,2,73971
5457,1810,39,1,17313
5458,1810,203,3,215610
5459,1810,480,2,122991
5460,1810,329,1,115405
5461,1810,149,1,135121
5462,1811,320,1,174211
5463,1811,297,2,144026
5464,1811,313,2,59787
5465,1811,233,2,16732
5466,1812,496,1,76069
5467,1813,109,1,116026
5468,1813,380,2,96421
5469,1813,347,3,159666
5470,1813,268,1,245824
5471,1813,458,2,67709
5472,1814,280,1,73885
5473,1814,226,1,79736
5474,1814,21,2,167696
5475,1814,302,1,104968
5476,1815,35,3,222677
5477,1815,229,2,106261
5478,1815,403,3,49775
5479,1816,461,3,239654
5480,1816,302,1,201404
5481,1816,26,1,178172
5482,1816,497,3,44690
5483,1817,488,1,92729
5484,1817,398,2,33883
5485,1817,73,2,105076
5486,1817,457,2,51389
5487,1818,80,1,4273
5488,1819,283,2,123018
5489,1820,442,3,94468
5490,1820,404,3,33182
5491,1820,189,1,40188
5492,1820,362,2,50612
5493,1820,175,2,102787
5494,1821,4,3,144466
5495,1822,449,2,243352
5496,1823,416,3,58799
5497,1823,209,3,161793
5498,1823,24,3,56880
5499,1823,16,1,239420
5500,1824,38,1,218433
5501,1824,327,2,91703
5502,1824,335,1,35770
5503,1825,264,2,116687
5504,1825,375,3,72983
5505,1825,316,3,160827
5506,1825,440,2,229949
5507,1825,369,2,217005
5508,1826,378,2,213047
5509,1827,219,1,9525
5510,1828,140,2,29034
5511,1828,426,2,209354
5512,1828,123,1,231557
5513,1828,228,1,16338
5514,1829,376,3,23799
5515,1829,374,3,130978
5516,1829,159,2,54635
5517,1830,287,2,24613
5518,1830,339,3,169967
5519,1830,423,2,65485
5520,1830,258,3,123175
5521,1831,96,1,240645
5522,1831,184,2,188564
5523,1831,251,2,221221
5524,1831,4,3,88205
5525,1832,498,2,221455
5526,1832,257,2,115481
5527,1832,63,3,42122
5528,1833,390,3,192905
5529,1833,256,2,20581
5530,1833,141,1,131197
5531,1834,186,1,167565
5532,1834,33,2,31528
5533,1834,372,3,161429
5534,1834,258,3,126240
5535,1834,89,2,57326
5536,1835,352,3,48095
5537,1835,43,3,45213
5538,1835,70,1,190107
5539,1836,296,3,221758
5540,1836,411,3,238157
5541,1837,63,2,150636
5542,1837,403,1,6748
5543,1838,358,1,58475
5544,1838,441,1,176491
5545,1838,357,1,78882
5546,1838,368,2,137075
5547,1839,473,2,113076
5548,1839,233,2,21630
5549,1839,187,3,72708
5550,1840,376,2,173368
5551,1841,200,1,80778
5552,1841,162,2,146669
5553,1841,302,1,154186
5554,1841,44,1,108347
5555,1842,190,2,174155
5556,1842,206,2,244336
5557,1842,403,3,120996
5558,1843,478,2,217020
5559,1843,243,3,116514
5560,1843,198,2,228791
5561,1843,129,2,106297
5562,1844,288,2,35957
5563,1845,257,3,196302
5564,1846,436,3,39615
5565,1846,301,2,84487
5566,1846,169,2,245895
5567,1847,37,2,98356
5568,1847,32,2,153267
5569,1848,276,3,132789
5570,1848,271,1,158526
5571,1848,286,3,130834
5572,1848,74,2,97527
5573,1848,154,3,75318
5574,1849,86,1,116016
5575,1849,40,3,186456
5576,1850,186,3,13641
5577,1850,213,3,47608
5578,1850,305,3,125529
5579,1850,402,3,63859
5580,1850,331,3,116192
5581,1851,18,1,102589
5582,1851,410,2,39619
5583,1851,157,2,228664
5584,1852,104,3,12810
5585,1852,126,1,212741
5586,1852,444,1,70356
5587,1852,127,1,53850
5588,1853,279,3,52785
5589,1854,421,1,66390
5590,1854,421,1,238100
5591,1854,41,1,244639
5592,1854,58,3,71903
5593,1854,343,1,107984
5594,1855,129,3,142402
5595,1855,166,2,140119
5596,1855,256,2,100394
5597,1856,357,2,96186
5598,1856,79,3,105942
5599,1857,176,1,75477
5600,1858,211,3,122920
5601,1858,480,2,93817
5602,1859,363,3,58344
5603,1859,163,1,248749
5604,1859,232,3,233606
5605,1859,280,1,173437
5606,1860,234,3,245595
5607,1860,46,3,66317
5608,1860,169,2,107180
5609,1860,490,2,242564
5610,1860,317,2,232839
5611,1861,337,1,214782
5612,1861,431,3,189659
5613,1862,182,3,235056
5614,1862,382,3,117652
5615,1862,341,2,20902
5616,1862,238,3,142954
5617,1862,473,1,88726
5618,1863,463,1,184534
5619,1863,63,3,164147
5620,1863,384,3,32056
5621,1863,397,3,116289
5622,1864,136,2,247913
5623,1864,309,2,169152
5624,1865,216,3,47071
5625,1865,304,1,106110
5626,1865,411,3,248329
5627,1865,275,2,39015
5628,1866,269,2,222286
5629,1866,60,2,157626
5630,1866,235,1,116798
5631,1866,247,3,193548
5632,1867,454,1,26712
5633,1867,417,1,37371
5634,1867,336,2,216172
5635,1867,40,3,201967
5636,1867,30,3,209209
5637,1868,161,3,197302
5638,1868,347,1,222331
5639,1868,5,1,144564
5640,1868,490,3,122064
5641,1868,82,1,242889
5642,1869,64,2,169970
5643,1869,39,3,13869
5644,1870,461,2,194629
5645,1870,408,2,47963
5646,1870,424,2,216780
5647,1871,214,3,50938
5648,1871,78,1,27602
5649,1871,201,2,114417
5650,1872,112,3,210615
5651,1872,121,3,58610
5652,1872,348,2,12560
5653,1872,268,1,78484
5654,1873,375,1,103469
5655,1873,66,2,66067
5656,1874,47,2,6799
5657,1874,121,1,171612
5658,1874,254,2,85147
5659,1874,484,3,201368
5660,1874,270,2,20182
5661,1875,458,1,19066
5662,1875,73,2,141731
5663,1875,153,1,200400
5664,1876,26,2,76405
5665,1876,189,1,202220
5666,1876,489,3,160351
5667,1877,378,1,249850
5668,1877,95,3,17184
5669,1878,328,3,162410
5670,1878,406,2,9407
5671,1878,72,2,73734
5672,1878,3,2,246236
5673,1878,404,1,25554
5674,1879,465,3,6152
5675,1880,248,1,178446
5676,1880,286,1,64763
5677,1880,347,2,187183
5678,1880,354,1,249075
5679,1881,388,2,127443
5680,1881,323,3,60832
5681,1882,224,2,92954
5682,1882,132,2,107290
5683,1882,34,2,36364
5684,1882,228,2,127732
5685,1883,173,2,84260
5686,1883,286,1,78523
5687,1884,481,1,50113
5688,1884,466,2,109505
5689,1884,220,1,92020
5690,1884,457,3,67766
5691,1885,112,3,198290
5692,1885,446,1,162178
5693,1885,137,1,124286
5694,1885,363,1,221174
5695,1885,72,1,93635
5696,1886,479,3,28748
5697,1887,453,2,220712
5698,1887,438,1,169877
5699,1888,292,1,117468
5700,1888,81,2,165196
5701,1889,498,3,171829
5702,1889,454,2,135185
5703,1889,93,2,215954
5704,1889,229,2,52530
5705,1889,111,3,234883
5706,1890,36,1,161078
5707,1890,443,3,229636
5708,1890,23,1,120944
5709,1890,471,1,183527
5710,1890,308,1,41807
5711,1891,178,3,66549
5712,1891,291,3,209441
5713,1891,186,2,124099
5714,1891,342,1,78451
5715,1892,44,3,26480
5716,1892,216,3,52013
5717,1893,18,3,105654
5718,1893,439,3,192174
5719,1894,307,1,15021
5720,1894,2,3,75379
5721,1894,428,2,52699
5722,1895,129,1,105838
5723,1895,137,2,68792
5724,1895,108,1,199279
5725,1895,399,3,214907
5726,1896,302,1,69291
5727,1896,76,1,183884
5728,1896,390,3,4954
5729,1896,324,1,124474
5730,1897,85,2,107326
5731,1897,368,3,65646
5732,1898,81,2,136329
5733,1898,25,3,135978
5734,1898,463,2,244628
5735,1899,164,3,129459
5736,1899,55,1,160701
5737,1899,469,1,52376
5738,1899,277,2,60159
5739,1899,21,1,14428
5740,1900,23,1,177483
5741,1900,217,1,169235
5742,1900,500,1,92681
5743,1900,264,3,228566
5744,1900,218,3,127739
5745,1901,453,2,77366
5746,1901,207,2,147579
5747,1901,212,1,128680
5748,1901,85,3,175509
5749,1902,494,2,174500
5750,1902,15,1,78836
5751,1902,141,2,170175
5752,1903,113,1,189577
5753,1903,147,2,95722
5754,1904,439,3,77723
5755,1904,481,1,90604
5756,1904,152,3,110693
5757,1904,377,1,90266
5758,1905,239,2,132782
5759,1906,161,1,217335
5760,1906,264,2,31370
5761,1907,203,3,179847
5762,1907,198,2,187453
5763,1907,419,3,97615
5764,1907,468,3,110056
5765,1908,405,2,6304
5766,1908,22,3,244578
5767,1908,394,1,187900
5768,1909,230,3,85516
5769,1909,79,1,152256
5770,1910,378,2,138223
5771,1910,132,3,39614
5772,1910,46,1,150837
5773,1910,82,1,235600
5774,1911,167,1,194981
5775,1911,136,2,95570
5776,1912,470,3,169172
5777,1912,189,3,54894
5778,1912,233,3,37199
5779,1912,118,2,106939
5780,1913,24,2,21372
5781,1913,146,1,248291
5782,1913,220,2,59099
5783,1913,30,1,165221
5784,1914,24,3,23310
5785,1914,113,2,43699
5786,1914,92,3,149686
5787,1914,74,1,7231
5788,1915,399,1,97818
5789,1915,327,1,84630
5790,1915,457,3,52857
5791,1915,311,1,46567
5792,1915,311,3,99804
5793,1916,45,3,179608
5794,1917,291,2,238344
5795,1917,69,3,71236
5796,1917,14,2,214094
5797,1918,347,3,178011
5798,1918,303,2,54940
5799,1918,309,1,244473
5800,1918,280,2,144163
5801,1919,338,3,80085
5802,1919,385,2,108611
5803,1920,352,3,9303
5804,1920,26,2,135587
5805,1920,80,2,82547
5806,1920,205,2,105795
5807,1921,312,2,183311
5808,1921,288,1,116096
5809,1921,476,3,217848
5810,1921,3,3,151129
5811,1922,108,3,110079
5812,1922,259,1,233371
5813,1922,350,3,96318
5814,1923,272,2,90920
5815,1924,93,2,209341
5816,1924,325,2,46297
5817,1924,293,2,210816
5818,1924,95,2,102699
5819,1924,290,1,58237
5820,1925,168,2,195520
5821,1925,418,1,130884
5822,1926,324,2,191177
5823,1926,424,2,244647
5824,1927,420,3,161790
5825,1927,365,1,127145
5826,1927,493,1,193750
5827,1927,350,2,125558
5828,1927,91,1,207723
5829,1928,130,3,68904
5830,1928,449,2,112101
5831,1929,54,1,95651
5832,1929,52,2,160154
5833,1929,374,3,104275
5834,1929,45,3,15634
5835,1930,446,3,106771
5836,1930,87,3,216321
5837,1930,282,2,201639
5838,1930,379,3,139302
5839,1931,490,2,164500
5840,1931,496,1,74260
5841,1931,498,2,161353
5842,1931,458,2,236175
5843,1931,10,1,181305
5844,1932,185,1,139351
5845,1932,491,2,165944
5846,1932,363,2,112337
5847,1932,410,1,63174
5848,1932,342,2,74584
5849,1933,436,3,144618
5850,1934,357,3,64691
5851,1934,445,1,145727
5852,1935,279,1,34799
5853,1935,203,3,197301
5854,1936,138,2,113317
5855,1936,300,1,213895
5856,1937,331,1,132488
5857,1937,495,2,160933
5858,1938,324,3,147450
5859,1938,414,1,26870
5860,1939,82,1,23127
5861,1939,198,1,28113
5862,1940,392,2,50285
5863,1940,16,1,167412
5864,1940,79,1,155027
5865,1940,51,2,42820
5866,1940,111,1,246316
5867,1941,125,2,170027
5868,1941,390,3,59846
5869,1942,150,1,158621
5870,1943,91,1,47030
5871,1943,249,1,51127
5872,1943,126,1,146986
5873,1943,305,2,129853
5874,1943,96,1,221560
5875,1944,94,3,94143
5876,1945,10,1,28607
5877,1945,340,2,130390
5878,1945,326,2,107556
5879,1945,463,3,185842
5880,1945,353,1,5045
5881,1946,354,1,175007
5882,1947,328,3,23757
5883,1947,488,2,101623
5884,1947,445,2,223959
5885,1947,492,1,218175
5886,1947,388,1,249156
5887,1948,436,2,141831
5888,1948,123,2,60335
5889,1948,402,3,241464
5890,1949,59,2,242375
5891,1949,38,2,77626
5892,1949,369,2,82808
5893,1949,223,3,33217
5894,1950,239,3,18357
5895,1951,232,1,37963
5896,1951,248,1,142732
5897,1951,496,1,240532
5898,1951,17,2,16953
5899,1951,24,3,65237
5900,1952,5,3,247604
5901,1952,373,1,77195
5902,1952,322,3,151871
5903,1952,329,1,49850
5904,1952,429,1,46969
5905,1953,195,3,181589
5906,1954,13,2,228737
5907,1955,446,3,59280
5908,1955,92,2,185948
5909,1955,39,3,64193
5910,1955,72,3,195945
5911,1955,387,2,51995
5912,1956,197,1,97619
5913,1956,76,3,230788
5914,1956,22,1,26136
5915,1956,113,1,28880
5916,1957,240,3,93786
5917,1957,372,2,46417
5918,1957,271,3,59388
5919,1957,86,2,132527
5920,1958,52,3,201563
5921,1959,206,2,135523
5922,1960,58,2,244960
5923,1961,407,3,143775
5924,1961,211,3,38572
5925,1961,488,3,4850
5926,1961,92,2,28126
5927,1962,97,3,107065
5928,1962,448,2,200659
5929,1962,87,2,118978
5930,1963,400,1,47730
5931,1963,88,1,164163
5932,1964,154,1,129701
5933,1964,352,2,57713
5934,1964,329,1,77164
5935,1964,485,3,6126
5936,1964,185,1,23343
5937,1965,268,2,207290
5938,1965,39,1,177258
5939,1965,176,1,120272
5940,1965,166,2,3689
5941,1965,271,2,134544
5942,1966,84,3,79339
5943,1966,212,2,120068
5944,1966,32,1,207909
5945,1967,259,2,117337
5946,1967,232,3,132010
5947,1967,26,3,4818
5948,1967,287,3,193336
5949,1968,13,3,120835
5950,1968,202,2,175983
5951,1969,426,1,92061
5952,1969,479,3,63894
5953,1969,165,2,191189
5954,1970,44,2,239655
5955,1971,227,1,122160
5956,1971,329,3,119048
5957,1972,477,3,39056
5958,1972,281,1,151034
5959,1973,61,3,146430
5960,1974,67,1,97635
